id,title
2220,Minimum Bit Flips to Convert Number
2221,Find Triangular Sum of an Array
2222,Number of Ways to Select Buildings
2223,Sum of Scores of Built Strings
2224,Minimum Number of Operations to Convert Time
2225,Find Players With Zero or One Losses
2226,Maximum Candies Allocated to K Children
2227,Encrypt and Decrypt Strings
2231,Largest Number After Digit Swaps by Parity
2232,Minimize Result by Adding Parentheses to Expression
2233,Maximum Product After K Increments
2234,Maximum Total Beauty of the Gardens
2235,Add Two Integers
2236,Root Equals Sum of Children
2239,Find Closest Number to Zero
2240,Number of Ways to Buy Pens and Pencils
2241,Design an ATM Machine
2242,Maximum Score of a Node Sequence
2243,Calculate Digit Sum of a String
2244,Minimum Rounds to Complete All Tasks
2245,Maximum Trailing Zeros in a Cornered Path
2246,Longest Path With Different Adjacent Characters
2248,Intersection of Multiple Arrays
2249,Count Lattice Points Inside a Circle
2250,Count Number of Rectangles Containing Each Point
2251,Number of Flowers in Full Bloom
2255,Count Prefixes of a Given String
2256,Minimum Average Difference
2257,Count Unguarded Cells in the Grid
2258,Escape the Spreading Fire
2259,Remove Digit From Number to Maximize Result
2260,Minimum Consecutive Cards to Pick Up
2261,K Divisible Elements Subarrays
2262,Total Appeal of A String
2264,Largest 3-Same-Digit Number in String
2265,Count Nodes Equal to Average of Subtree
2266,Count Number of Texts
2267, Check if There Is a Valid Parentheses String Path
2269,Find the K-Beauty of a Number
2270,Number of Ways to Split Array
2271,Maximum White Tiles Covered by a Carpet
2272,Substring With Largest Variance
2273,Find Resultant Array After Removing Anagrams
2274,Maximum Consecutive Floors Without Special Floors
2275,Largest Combination With Bitwise AND Greater Than Zero
2276,Count Integers in Intervals
2278,Percentage of Letter in String
2279,Maximum Bags With Full Capacity of Rocks
2280,Minimum Lines to Represent a Line Chart
2281,Sum of Total Strength of Wizards
2283,Check if Number Has Equal Digit Count and Digit Value
2284,Sender With Largest Word Count
2285,Maximum Total Importance of Roads
2286,Booking Concert Tickets in Groups
2287,Rearrange Characters to Make Target String
2288,Apply Discount to Prices
2289,Steps to Make Array Non-decreasing
2290,Minimum Obstacle Removal to Reach Corner
2293,Min Max Game
2294,Partition Array Such That Maximum Difference Is K
2295,Replace Elements in an Array
2296,Design a Text Editor
2299,Strong Password Checker II
2300,Successful Pairs of Spells and Potions
2301,Match Substring After Replacement
2302,Count Subarrays With Score Less Than K
2303,Calculate Amount Paid in Taxes
2304,Minimum Path Cost in a Grid
2305,Fair Distribution of Cookies
2306,Naming a Company
2309,Greatest English Letter in Upper and Lower Case
2310,Sum of Numbers With Units Digit K
2311,Longest Binary Subsequence Less Than or Equal to K
2312,Selling Pieces of Wood
2315,Count Asterisks
2316,Count Unreachable Pairs of Nodes in an Undirected Graph
2317,Maximum XOR After Operations 
2318,Number of Distinct Roll Sequences
2319,Check if Matrix Is X-Matrix
2320,Count Number of Ways to Place Houses
2321,Maximum Score Of Spliced Array
2322,Minimum Score After Removals on a Tree
2325,Decode the Message
2326,Spiral Matrix IV
2327,Number of People Aware of a Secret
2328,Number of Increasing Paths in a Grid
2331,Evaluate Boolean Binary Tree
2332,The Latest Time to Catch a Bus
2333,Minimum Sum of Squared Difference
2334,Subarray With Elements Greater Than Varying Threshold
2335,Minimum Amount of Time to Fill Cups
2336,Smallest Number in Infinite Set
2337,Move Pieces to Obtain a String
2338,Count the Number of Ideal Arrays
2341,Maximum Number of Pairs in Array
2342,Max Sum of a Pair With Equal Sum of Digits
2343,Query Kth Smallest Trimmed Number
2344,Minimum Deletions to Make Array Divisible
2347,Best Poker Hand
2348,Number of Zero-Filled Subarrays
2349,Design a Number Container System
2350,Shortest Impossible Sequence of Rolls
2351,First Letter to Appear Twice
2352,Equal Row and Column Pairs
2353,Design a Food Rating System
2354,Number of Excellent Pairs
2356,Number of Unique Subjects Taught by Each Teacher
2357,Make Array Zero by Subtracting Equal Amounts
2358,Maximum Number of Groups Entering a Competition
2359,Find Closest Node to Given Two Nodes
2360,Longest Cycle in a Graph
2363,Merge Similar Items
2364,Count Number of Bad Pairs
2365,Task Scheduler II
2366,Minimum Replacements to Sort the Array
2367,Number of Arithmetic Triplets
2368,Reachable Nodes With Restrictions
2369,Check if There is a Valid Partition For The Array
2370,Longest Ideal Subsequence
2373,Largest Local Values in a Matrix
2374,Node With Highest Edge Score
2375,Construct Smallest Number From DI String
2376,Count Special Integers
2379,Minimum Recolors to Get K Consecutive Black Blocks
2380,Time Needed to Rearrange a Binary String
2381,Shifting Letters II
2382,Maximum Segment Sum After Removals
2383,Minimum Hours of Training to Win a Competition
2384,Largest Palindromic Number
2385,Amount of Time for Binary Tree to Be Infected
2386,Find the K-Sum of an Array
2389,Longest Subsequence With Limited Sum
2390,Removing Stars From a String
2391,Minimum Amount of Time to Collect Garbage
2392,Build a Matrix With Conditions
2395,Find Subarrays With Equal Sum
2396,Strictly Palindromic Number
2397,Maximum Rows Covered by Columns
2398,Maximum Number of Robots Within Budget
2399,Check Distances Between Same Letters
2400,Number of Ways to Reach a Position After Exactly k Steps
2401,Longest Nice Subarray
2402,Meeting Rooms III
2404,Most Frequent Even Element
2405,Optimal Partition of String
2406,Divide Intervals Into Minimum Number of Groups
2407,Longest Increasing Subsequence II
2409,Count Days Spent Together
2410,Maximum Matching of Players With Trainers
2411,Smallest Subarrays With Maximum Bitwise OR
2412,Minimum Money Required Before Transactions
2413,Smallest Even Multiple
2414,Length of the Longest Alphabetical Continuous Substring
2415,Reverse Odd Levels of Binary Tree
2416,Sum of Prefix Scores of Strings
2418,Sort the People
2419,Longest Subarray With Maximum Bitwise AND
2420,Find All Good Indices
2421,Number of Good Paths
2423,Remove Letter To Equalize Frequency
2424,Longest Uploaded Prefix
2425,Bitwise XOR of All Pairings
2426,Number of Pairs Satisfying Inequality
2427,Number of Common Factors
2428,Maximum Sum of an Hourglass
2429,Minimize XOR
2430,Maximum Deletions on a String
2432,The Employee That Worked on the Longest Task
2433,Find The Original Array of Prefix Xor
2434,Using a Robot to Print the Lexicographically Smallest String
2435,Paths in Matrix Whose Sum Is Divisible by K
2437,Number of Valid Clock Times
2438,Range Product Queries of Powers
2439,Minimize Maximum of Array
2440,Create Components With Same Value
2441,Largest Positive Integer That Exists With Its Negative
2442,Count Number of Distinct Integers After Reverse Operations
2443,Sum of Number and Its Reverse
2444,Count Subarrays With Fixed Bounds
2446,Determine if Two Events Have Conflict
2447,Number of Subarrays With GCD Equal to K
2448,Minimum Cost to Make Array Equal
2449,Minimum Number of Operations to Make Arrays Similar
2451,Odd String Difference
2452,Words Within Two Edits of Dictionary
2453,Destroy Sequential Targets
2454,Next Greater Element IV
2455,Average Value of Even Numbers That Are Divisible by Three
2456,Most Popular Video Creator
2457,Minimum Addition to Make Integer Beautiful
2458,Height of Binary Tree After Subtree Removal Queries
2460,Apply Operations to an Array
2461,Maximum Sum of Distinct Subarrays With Length K
2462,Total Cost to Hire K Workers
2463,Minimum Total Distance Traveled
2465,Number of Distinct Averages
2466,Count Ways To Build Good Strings
2467,Most Profitable Path in a Tree
2468,Split Message Based on Limit
2469,Convert the Temperature
2470,Number of Subarrays With LCM Equal to K
2471,Minimum Number of Operations to Sort a Binary Tree by Level
2472,Maximum Number of Non-overlapping Palindrome Substrings
2475,Number of Unequal Triplets in Array
2476,Closest Nodes Queries in a Binary Search Tree
2477,Minimum Fuel Cost to Report to the Capital
2478,Number of Beautiful Partitions
2481,Minimum Cuts to Divide a Circle
2482,Difference Between Ones and Zeros in Row and Column
2483,Minimum Penalty for a Shop
2484,Count Palindromic Subsequences
2485,Find the Pivot Integer
2486,Append Characters to String to Make Subsequence
2487,Remove Nodes From Linked List
2488,Count Subarrays With Median K
2490,Circular Sentence
2491,Divide Players Into Teams of Equal Skill
2492,Minimum Score of a Path Between Two Cities
2493,Divide Nodes Into the Maximum Number of Groups
2496,Maximum Value of a String in an Array
2497,Maximum Star Sum of a Graph
2498,Frog Jump II
2499,Minimum Total Cost to Make Arrays Unequal
2500,Delete Greatest Value in Each Row
2501,Longest Square Streak in an Array
2502,Design Memory Allocator
2503,Maximum Number of Points From Grid Queries
2506,Count Pairs Of Similar Strings
2507,Smallest Value After Replacing With Sum of Prime Factors
2508,Add Edges to Make Degrees of All Nodes Even
2509,Cycle Length Queries in a Tree
2511,Maximum Enemy Forts That Can Be Captured
2512,Reward Top K Students
2513,Minimize the Maximum of Two Arrays
2514,Count Anagrams
2515,Shortest Distance to Target String in a Circular Array
2516,Take K of Each Character From Left and Right
2517,Maximum Tastiness of Candy Basket
2518,Number of Great Partitions
2520,Count the Digits That Divide a Number
2521,Distinct Prime Factors of Product of Array
2522,Partition String Into Substrings With Values at Most K
2523,Closest Prime Numbers in Range
2525,Categorize Box According to Criteria
2526,Find Consecutive Integers from a Data Stream
2527,Find Xor-Beauty of Array
2528,Maximize the Minimum Powered City
2529,Maximum Count of Positive Integer and Negative Integer
2530,Maximal Score After Applying K Operations
2531,Make Number of Distinct Characters Equal
2532,Time to Cross a Bridge
2535,Difference Between Element Sum and Digit Sum of an Array
2536,Increment Submatrices by One
2537,Count the Number of Good Subarrays
2538,Difference Between Maximum and Minimum Price Sum
2540,Minimum Common Value
2541,Minimum Operations to Make Array Equal II
2542,Maximum Subsequence Score
2543,Check if Point Is Reachable
2544,Alternating Digit Sum
2545,Sort the Students by Their Kth Score
2546,Apply Bitwise Operations to Make Strings Equal
2547,Minimum Cost to Split an Array
2549,Count Distinct Numbers on Board
2550,Count Collisions of Monkeys on a Polygon
2551,Put Marbles in Bags
2552,Count Increasing Quadruplets
2553,Separate the Digits in an Array
2554,Maximum Number of Integers to Choose From a Range I
2555,Maximize Win From Two Segments
2556,Disconnect Path in a Binary Matrix by at Most One Flip
2558,Take Gifts From the Richest Pile
2559,Count Vowel Strings in Ranges
2560,House Robber IV
2561,Rearranging Fruits
2562,Find the Array Concatenation Value
2563,Count the Number of Fair Pairs
2564,Substring XOR Queries
2565,Subsequence With the Minimum Score
2566,Maximum Difference by Remapping a Digit
2567,Minimum Score by Changing Two Elements
2568,Minimum Impossible OR
2569,Handling Sum Queries After Update
2570,Merge Two 2D Arrays by Summing Values
2571,Minimum Operations to Reduce an Integer to 0
2572,Count the Number of Square-Free Subsets
2573,Find the String with LCP
2574,Left and Right Sum Differences
2575,Find the Divisibility Array of a String
2576,Find the Maximum Number of Marked Indices
2577,Minimum Time to Visit a Cell In a Grid
2578,Split With Minimum Sum
2579,Count Total Number of Colored Cells
2580,Count Ways to Group Overlapping Ranges
2581,Count Number of Possible Root Nodes
2582,Pass the Pillow
2583,Kth Largest Sum in a Binary Tree
2584,Split the Array to Make Coprime Products
2585,Number of Ways to Earn Points
2586,Count the Number of Vowel Strings in Range
2587,Rearrange Array to Maximize Prefix Score
2588,Count the Number of Beautiful Subarrays
2589,Minimum Time to Complete All Tasks
2591,Distribute Money to Maximum Children
2592,Maximize Greatness of an Array
2593,Find Score of an Array After Marking All Elements
2594,Minimum Time to Repair Cars
2595,Number of Even and Odd Bits
2596,Check Knight Tour Configuration
2597,The Number of Beautiful Subsets
2598,Smallest Missing Non-negative Integer After Operations
2600,K Items With the Maximum Sum
2601,Prime Subtraction Operation
2602,Minimum Operations to Make All Array Elements Equal
2603,Collect Coins in a Tree
2605,Form Smallest Number From Two Digit Arrays
2606,Find the Substring With Maximum Cost
2607,Make K-Subarray Sums Equal
2608,Shortest Cycle in a Graph
2609,Find the Longest Balanced Substring of a Binary String
2610,Convert an Array Into a 2D Array With Conditions
2611,Mice and Cheese
2612,Minimum Reverse Operations
2614,Prime In Diagonal
2615,Sum of Distances
2616,Minimize the Maximum Difference of Pairs
2617,Minimum Number of Visited Cells in a Grid
2618,Check if Object Instance of Class
2619,Array Prototype Last
2620,Counter
2621,Sleep
2622,Cache With Time Limit
2623,Memoize
2624,Snail Traversal
2625,Flatten Deeply Nested Array
2626,Array Reduce Transformation
2627,Debounce
2629,Function Composition
2630,Memoize II
2631,Group By
2634,Filter Elements from Array
2635,Apply Transform Over Each Element in Array
2637,Promise Time Limit
2639,Find the Width of Columns of a Grid
2640,Find the Score of All Prefixes of an Array
2641,Cousins in Binary Tree II
2642,Design Graph With Shortest Path Calculator
2643,Row With Maximum Ones
2644,Find the Maximum Divisibility Score
2645,Minimum Additions to Make Valid String
2646,Minimize the Total Price of the Trips
2648,Generate Fibonacci Sequence
2649,Nested Array Generator
2650,Design Cancellable Function
2651,Calculate Delayed Arrival Time
2652,Sum Multiples
2653,Sliding Subarray Beauty
2654,Minimum Number of Operations to Make All Array Elements Equal to 1
2656,Maximum Sum With Exactly K Elements 
2657,Find the Prefix Common Array of Two Arrays
2658,Maximum Number of Fish in a Grid
2659,Make Array Empty
2660,Determine the Winner of a Bowling Game
2661,First Completely Painted Row or Column
2662,Minimum Cost of a Path With Special Roads
2663,Lexicographically Smallest Beautiful String
2665,Counter II
2666,Allow One Function Call
2667,Create Hello World Function
2670,Find the Distinct Difference Array
2671,Frequency Tracker
2672,Number of Adjacent Elements With the Same Color
2673,Make Costs of Paths Equal in a Binary Tree
2677,Chunk Array
2678,Number of Senior Citizens
2679,Sum in a Matrix
2680,Maximum OR
2681,Power of Heroes
2682,Find the Losers of the Circular Game
2683,Neighboring Bitwise XOR
2684,Maximum Number of Moves in a Grid
2685,Count the Number of Complete Components
2693,Call Function with Custom Context
2694,Event Emitter
2695,Array Wrapper
2696,Minimum String Length After Removing Substrings
2697,Lexicographically Smallest Palindrome
2698,Find the Punishment Number of an Integer
2699,Modify Graph Edge Weights
2703,Return Length of Arguments Passed
2704,To Be Or Not To Be
2705,Compact Object
2706,Buy Two Chocolates
2707,Extra Characters in a String
2708,Maximum Strength of a Group
2709,Greatest Common Divisor Traversal
2710,Remove Trailing Zeros From a String
2711,Difference of Number of Distinct Values on Diagonals
2712,Minimum Cost to Make All Characters Equal
2713,Maximum Strictly Increasing Cells in a Matrix
2715,Timeout Cancellation
2716,Minimize String Length
2717,Semi-Ordered Permutation
2718,Sum of Matrix After Queries
2719,Count of Integers
2721,Execute Asynchronous Functions in Parallel
2722,Join Two Arrays by ID
2723,Add Two Promises
2724,Sort By
2725,Interval Cancellation
2726,Calculator with Method Chaining
2727,Is Object Empty
2729,Check if The Number is Fascinating
2730,Find the Longest Semi-Repetitive Substring
2731,Movement of Robots
2732,Find a Good Subset of the Matrix
2733,Neither Minimum nor Maximum
2734,Lexicographically Smallest String After Substring Operation
2735,Collecting Chocolates
2736,Maximum Sum Queries
2739,Total Distance Traveled
2740,Find the Value of the Partition
2741,Special Permutations
2742,Painting the Walls
2744,Find Maximum Number of String Pairs
2745,Construct the Longest New String
2746,Decremental String Concatenation
2747,Count Zero Request Servers
2748,Number of Beautiful Pairs
2749,Minimum Operations to Make the Integer Zero
2750,Ways to Split Array Into Good Subarrays
2751,Robot Collisions
2760,Longest Even Odd Subarray With Threshold
2761,Prime Pairs With Target Sum
2762,Continuous Subarrays
2763,Sum of Imbalance Numbers of All Subarrays
2765,Longest Alternating Subarray
2766,Relocate Marbles
2767,Partition String Into Minimum Beautiful Substrings
2768,Number of Black Blocks
2769,Find the Maximum Achievable Number
2770,Maximum Number of Jumps to Reach the Last Index
2771,Longest Non-decreasing Subarray From Two Arrays
2772,Apply Operations to Make All Array Elements Equal to Zero
2778,Sum of Squares of Special Elements 
2779,Maximum Beauty of an Array After Applying Operation
2780,Minimum Index of a Valid Split
2781,Length of the Longest Valid Substring
2784,Check if Array is Good
2785,Sort Vowels in a String
2786,Visit Array Positions to Maximize Score
2787,Ways to Express an Integer as Sum of Powers
2788,Split Strings by Separator
2789,Largest Element in an Array after Merge Operations
2790,Maximum Number of Groups With Increasing Length
2791,Count Paths That Can Form a Palindrome in a Tree
2798,Number of Employees Who Met the Target
2799,Count Complete Subarrays in an Array
2800,Shortest String That Contains Three Strings
2801,Count Stepping Numbers in Range
2806,Account Balance After Rounded Purchase
2807,Insert Greatest Common Divisors in Linked List
2808,Minimum Seconds to Equalize a Circular Array
2809,Minimum Time to Make Array Sum At Most x
2810,Faulty Keyboard
2811,Check if it is Possible to Split Array
2812,Find the Safest Path in a Grid
2813,Maximum Elegance of a K-Length Subsequence
2815,Max Pair Sum in an Array
2816,Double a Number Represented as a Linked List
2817,Minimum Absolute Difference Between Elements With Constraint
2818,Apply Operations to Maximize Score
2824,Count Pairs Whose Sum is Less than Target
2825,Make String a Subsequence Using Cyclic Increments
2826,Sorting Three Groups
2827,Number of Beautiful Integers in the Range
2828,Check if a String Is an Acronym of Words
2829,Determine the Minimum Sum of a k-avoiding Array
2830,Maximize the Profit as the Salesman
2831,Find the Longest Equal Subarray
2833,Furthest Point From Origin
2834,Find the Minimum Possible Sum of a Beautiful Array
2835,Minimum Operations to Form Subsequence With Target Sum
2836,Maximize Value of Function in a Ball Passing Game
2839,Check if Strings Can be Made Equal With Operations I
2840,Check if Strings Can be Made Equal With Operations II
2841,Maximum Sum of Almost Unique Subarray
2842,Count K-Subsequences of a String With Maximum Beauty
2843,  Count Symmetric Integers
2844,Minimum Operations to Make a Special Number
2845,Count of Interesting Subarrays
2846,Minimum Edge Weight Equilibrium Queries in a Tree
2848,Points That Intersect With Cars
2849,Determine if a Cell Is Reachable at a Given Time
2850,Minimum Moves to Spread Stones Over Grid
2851,String Transformation
2855,Minimum Right Shifts to Sort the Array
2856,Minimum Array Length After Pair Removals
2857,Count Pairs of Points With Distance k
2858,Minimum Edge Reversals So Every Node Is Reachable
2859,Sum of Values at Indices With K Set Bits
2860,Happy Students
2861,Maximum Number of Alloys
2862,Maximum Element-Sum of a Complete Subset of Indices
2864,Maximum Odd Binary Number
2865,Beautiful Towers I
2866,Beautiful Towers II
2867,Count Valid Paths in a Tree
2869,Minimum Operations to Collect Elements
2870,Minimum Number of Operations to Make Array Empty
2871,Split Array Into Maximum Number of Subarrays
2872,Maximum Number of K-Divisible Components
2873,Maximum Value of an Ordered Triplet I
2874,Maximum Value of an Ordered Triplet II
2875,Minimum Size Subarray in Infinite Array
2876,Count Visited Nodes in a Directed Graph
2877,Create a DataFrame from List
2878,Get the Size of a DataFrame
2879,Display the First Three Rows
2880,Select Data
2881,Create a New Column
2882,Drop Duplicate Rows
2883,Drop Missing Data
2884,Modify Columns
2885,Rename Columns
2886,Change Data Type
2887,Fill Missing Data
2888,Reshape Data: Concatenate
2889,Reshape Data: Pivot
2890,Reshape Data: Melt
2891,Method Chaining
2894,Divisible and Non-divisible Sums Difference
2895,Minimum Processing Time
2896,Apply Operations to Make Two Strings Equal
2897,Apply Operations on Array to Maximize Sum of Squares
2899,Last Visited Integers
2900,Longest Unequal Adjacent Groups Subsequence I
2901,Longest Unequal Adjacent Groups Subsequence II
2902,Count of Sub-Multisets With Bounded Sum
2903,Find Indices With Index and Value Difference I
2904,Shortest and Lexicographically Smallest Beautiful String
2905,Find Indices With Index and Value Difference II
2906,Construct Product Matrix
2908,Minimum Sum of Mountain Triplets I
2909,Minimum Sum of Mountain Triplets II
2910,Minimum Number of Groups to Create a Valid Assignment
2911,Minimum Changes to Make K Semi-palindromes
2913,Subarrays Distinct Element Sum of Squares I
2914,Minimum Number of Changes to Make Binary String Beautiful
2915,Length of the Longest Subsequence That Sums to Target
2916,Subarrays Distinct Element Sum of Squares II
2917,Find the K-or of an Array
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros
2919,Minimum Increment Operations to Make Array Beautiful
2920,Maximum Points After Collecting Coins From All Nodes
2923,Find Champion I
2924,Find Champion II
2925,Maximum Score After Applying Operations on a Tree
2926,Maximum Balanced Subsequence Sum
2928,Distribute Candies Among Children I
2929,Distribute Candies Among Children II
2930,Number of Strings Which Can Be Rearranged to Contain Substring
2931,Maximum Spending After Buying Items
2932,Maximum Strong Pair XOR I
2933,High-Access Employees
2934,Minimum Operations to Maximize Last Elements in Arrays
2935,Maximum Strong Pair XOR II
2937,Make Three Strings Equal
2938,Separate Black and White Balls
2939,Maximum Xor Product
2940,Find Building Where Alice and Bob Can Meet
2942,Find Words Containing Character
2943,Maximize Area of Square Hole in Grid
2944,Minimum Number of Coins for Fruits
2945,Find Maximum Non-decreasing Array Length
2946,Matrix Similarity After Cyclic Shifts
2947,Count Beautiful Substrings I
2948,Make Lexicographically Smallest Array by Swapping Elements
2949,Count Beautiful Substrings II
2951,Find the Peaks
2952,Minimum Number of Coins to be Added
2953,Count Complete Substrings
2954,Count the Number of Infection Sequences
2956,Find Common Elements Between Two Arrays
2957,Remove Adjacent Almost-Equal Characters
2958,Length of Longest Subarray With at Most K Frequency
2959,Number of Possible Sets of Closing Branches
2960,Count Tested Devices After Test Operations
2961,Double Modular Exponentiation
2962,Count Subarrays Where Max Element Appears at Least K Times
2963,Count the Number of Good Partitions
2965,Find Missing and Repeated Values
2966,Divide Array Into Arrays With Max Difference
2967,Minimum Cost to Make Array Equalindromic
2968,Apply Operations to Maximize Frequency Score
2970,Count the Number of Incremovable Subarrays I
2971,Find Polygon With the Largest Perimeter
2972,Count the Number of Incremovable Subarrays II
2973,Find Number of Coins to Place in Tree Nodes
2974,Minimum Number Game
2975,Maximum Square Area by Removing Fences From a Field
2976,Minimum Cost to Convert String I
2977,Minimum Cost to Convert String II
2980,Check if Bitwise OR Has Trailing Zeros
2981,Find Longest Special Substring That Occurs Thrice I
2982,Find Longest Special Substring That Occurs Thrice II
2983,Palindrome Rearrangement Queries
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum
2997,Minimum Number of Operations to Make Array XOR Equal to K
2998,Minimum Number of Operations to Make X and Y Equal
2999,Count the Number of Powerful Integers
3000,Maximum Area of Longest Diagonal Rectangle
3001,Minimum Moves to Capture The Queen
3002,Maximum Size of a Set After Removals
3003,Maximize the Number of Partitions After Operations
3005,Count Elements With Maximum Frequency
3006,Find Beautiful Indices in the Given Array I
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K
3008,Find Beautiful Indices in the Given Array II
3010,Divide an Array Into Subarrays With Minimum Cost I
3011,Find if Array Can Be Sorted
3012,Minimize Length of Array Using Operations
3013,Divide an Array Into Subarrays With Minimum Cost II
3014,Minimum Number of Pushes to Type Word I
3015,Count the Number of Houses at a Certain Distance I
3016,Minimum Number of Pushes to Type Word II
3017,Count the Number of Houses at a Certain Distance II
3019,Number of Changing Keys
3020,Find the Maximum Number of Elements in Subset
3021,Alice and Bob Playing Flower Game
3022,Minimize OR of Remaining Elements Using Operations
3024,Type of Triangle
3025,Find the Number of Ways to Place People I
3026,Maximum Good Subarray Sum
3027,Find the Number of Ways to Place People II
3028,Ant on the Boundary
3029,Minimum Time to Revert Word to Initial State I
3030,Find the Grid of Region Average
3031,Minimum Time to Revert Word to Initial State II
3033,Modify the Matrix
3034,Number of Subarrays That Match a Pattern I
3035,Maximum Palindromes After Operations
3036,Number of Subarrays That Match a Pattern II
3038,Maximum Number of Operations With the Same Score I
3039,Apply Operations to Make String Empty
3040,Maximum Number of Operations With the Same Score II
3041,Maximize Consecutive Elements in an Array After Modification
3042,Count Prefix and Suffix Pairs I
3043,Find the Length of the Longest Common Prefix
3044,Most Frequent Prime
3045,Count Prefix and Suffix Pairs II
3046,Split the Array
3047,Find the Largest Area of Square Inside Two Rectangles
3048,Earliest Second to Mark Indices I
3049,Earliest Second to Mark Indices II
3065,Minimum Operations to Exceed Threshold Value I
3066,Minimum Operations to Exceed Threshold Value II
3067,Count Pairs of Connectable Servers in a Weighted Tree Network
3068,Find the Maximum Sum of Node Values
3069,Distribute Elements Into Two Arrays I
3070,Count Submatrices with Top-Left Element and Sum Less Than k
3071,Minimum Operations to Write the Letter Y on a Grid
3072,Distribute Elements Into Two Arrays II
3074,Apple Redistribution into Boxes
3075,Maximize Happiness of Selected Children
3076,Shortest Uncommon Substring in an Array
3077,Maximum Strength of K Disjoint Subarrays
3079,Find the Sum of Encrypted Integers
3080,Mark Elements on Array by Performing Queries
3081,Replace Question Marks in String to Minimize Its Value
3082,Find the Sum of the Power of All Subsequences
3083,Existence of a Substring in a String and Its Reverse
3084,Count Substrings Starting and Ending with Given Character
3085,Minimum Deletions to Make String K-Special
3086,Minimum Moves to Pick K Ones
3090,Maximum Length Substring With Two Occurrences
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k
3092,Most Frequent IDs
3093,Longest Common Suffix Queries
3095,Shortest Subarray With OR at Least K I
3096,Minimum Levels to Gain More Points
3097,Shortest Subarray With OR at Least K II
3098,Find the Sum of Subsequence Powers
3099,Harshad Number
3100,Water Bottles II
3101,Count Alternating Subarrays
3102,Minimize Manhattan Distances
3105,Longest Strictly Increasing or Strictly Decreasing Subarray
3106,Lexicographically Smallest String After Operations With Constraint
3107,Minimum Operations to Make Median of Array Equal to K
3108,Minimum Cost Walk in Weighted Graph
3110,Score of a String
3111,Minimum Rectangles to Cover Points
3112,Minimum Time to Visit Disappearing Nodes
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum
3114,Latest Time You Can Obtain After Replacing Characters
3115,Maximum Prime Difference
3116,Kth Smallest Amount With Single Denomination Combination
3117,Minimum Sum of Values by Dividing Array
3120,Count the Number of Special Characters I
3121,Count the Number of Special Characters II
3122,Minimum Number of Operations to Satisfy Conditions
3123,Find Edges in Shortest Paths
3127,Make a Square with the Same Color
3128,Right Triangles
3129,Find All Possible Stable Binary Arrays I
3130,Find All Possible Stable Binary Arrays II
3131,Find the Integer Added to Array I
3132,Find the Integer Added to Array II
3133,Minimum Array End
3134,Find the Median of the Uniqueness Array
3136,Valid Word
3137,Minimum Number of Operations to Make Word K-Periodic
3138,Minimum Length of Anagram Concatenation
3139,Minimum Cost to Equalize Array
3142,Check if Grid Satisfies Conditions
3143,Maximum Points Inside the Square
3144,Minimum Substring Partition of Equal Character Frequency
3145,Find Products of Elements of Big Array
3146,Permutation Difference between Two Strings
3147,Taking Maximum Energy From the Mystic Dungeon
3148,Maximum Difference Score in a Grid
3149,Find the Minimum Cost Array Permutation
3151,Special Array I
3152,Special Array II
3153,Sum of Digit Differences of All Pairs
3154,Find Number of Ways to Reach the K-th Stair
3158,Find the XOR of Numbers Which Appear Twice
3159,Find Occurrences of an Element in an Array
3160,Find the Number of Distinct Colors Among the Balls
3161,Block Placement Queries
3162,Find the Number of Good Pairs I
3163,String Compression III
3164,Find the Number of Good Pairs II
3165,Maximum Sum of Subsequence With Non-adjacent Elements
3168,Minimum Number of Chairs in a Waiting Room
3169,Count Days Without Meetings
3170,Lexicographically Minimum String After Removing Stars
3171,Find Subarray With Bitwise OR Closest to K
3174,Clear Digits
3175,Find The First Player to win K Games in a Row
3176,Find the Maximum Length of a Good Subsequence I
3177,Find the Maximum Length of a Good Subsequence II
3178,Find the Child Who Has the Ball After K Seconds
3179,Find the N-th Value After K Seconds
3180,Maximum Total Reward Using Operations I
3181,Maximum Total Reward Using Operations II
3184,Count Pairs That Form a Complete Day I
3185,Count Pairs That Form a Complete Day II
3186,Maximum Total Damage With Spell Casting
3187,Peaks in Array
3190,Find Minimum Operations to Make All Elements Divisible by Three
3191,Minimum Operations to Make Binary Array Elements Equal to One I
3192,Minimum Operations to Make Binary Array Elements Equal to One II
3193,Count the Number of Inversions
3194,Minimum Average of Smallest and Largest Elements
3195,Find the Minimum Area to Cover All Ones I
3196,Maximize Total Cost of Alternating Subarrays
3197,Find the Minimum Area to Cover All Ones II
3200,Maximum Height of a Triangle
3201,Find the Maximum Length of Valid Subsequence I
3202,Find the Maximum Length of Valid Subsequence II
3203,Find Minimum Diameter After Merging Two Trees
3206,Alternating Groups I
3207,Maximum Points After Enemy Battles
3208,Alternating Groups II
3209,Number of Subarrays With AND Value of K
3210,Find the Encrypted String
3211,Generate Binary Strings Without Adjacent Zeros
3212,Count Submatrices With Equal Frequency of X and Y
3213,Construct String with Minimum Cost
3216,Lexicographically Smallest String After a Swap
3217,Delete Nodes From Linked List Present in Array
